TIME_PERIOD,index,OECD_MATERIAL_RESOURCES_DMC_AUT,OECD_MATERIAL_RESOURCES_DMC_CHN,OECD_MATERIAL_RESOURCES_DMC_DEU,OECD_MATERIAL_RESOURCES_DMC_DNK,OECD_MATERIAL_RESOURCES_DMC_EA19,OECD_MATERIAL_RESOURCES_DMC_EU27_2020,OECD_MATERIAL_RESOURCES_DMC_OECDA,OECD_MATERIAL_RESOURCES_DMC_OECDSO,OECD_MATERIAL_RESOURCES_DMC_POL,OECD_MATERIAL_RESOURCES_DMC_SWE,OECD_MATERIAL_RESOURCES_DMC_USA,OECD_MATERIAL_RESOURCES_MF_CHN,OECD_MATERIAL_RESOURCES_MF_OECDA,OECD_MATERIAL_RESOURCES_MF_OECDSO,OECD_MATERIAL_RESOURCES_MF_USA,OECD_MEI_BTS_COS_SP_AUT,OECD_MEI_BTS_COS_SP_CHE,OECD_MEI_BTS_COS_SP_DEU,OECD_MEI_BTS_COS_SP_DNK,OECD_MEI_BTS_COS_SP_EA19,OECD_MEI_BTS_COS_SP_POL,OECD_MEI_BTS_COS_SP_SWE,OECD_MEI_CLI_CBC_AUT,OECD_MEI_CLI_CBC_CHE,OECD_MEI_CLI_CBC_CHN,OECD_MEI_CLI_CBC_DEU,OECD_MEI_CLI_CBC_DNK,OECD_MEI_CLI_CBC_EA19,OECD_MEI_CLI_CBC_EU27_2020,OECD_MEI_CLI_CBC_OECD,OECD_MEI_CLI_CBC_OECDE,OECD_MEI_CLI_CBC_POL,OECD_MEI_CLI_CBC_SWE,OECD_MEI_CLI_CBC_USA,OECD_MEI_CLI_CCP_AUT,OECD_MEI_CLI_CCP_CHE,OECD_MEI_CLI_CCP_CHN,OECD_MEI_CLI_CCP_DEU,OECD_MEI_CLI_CCP_DNK,OECD_MEI_CLI_CCP_EA19,OECD_MEI_CLI_CCP_EU27_2020,OECD_MEI_CLI_CCP_OECD,OECD_MEI_CLI_CCP_OECDE,OECD_MEI_CLI_CCP_POL,OECD_MEI_CLI_CCP_SWE,OECD_MEI_CLI_CCP_USA,OECD_MEI_CLI_CLI_CHN,OECD_MEI_CLI_CLI_DEU,OECD_MEI_CLI_CLI_USA,OECD_MEI_FIN_IRII_AUT,OECD_MEI_FIN_IRII_CHE,OECD_MEI_FIN_IRII_CHN,OECD_MEI_FIN_IRII_DEU,OECD_MEI_FIN_IRII_DNK,OECD_MEI_FIN_IRII_EA19,OECD_MEI_FIN_IRII_POL,OECD_MEI_FIN_IRII_USA,OECD_MEI_FIN_IRLT_AUT,OECD_MEI_FIN_IRLT_CHE,OECD_MEI_FIN_IRLT_DEU,OECD_MEI_FIN_IRLT_DNK,OECD_MEI_FIN_IRLT_EA19,OECD_MEI_FIN_IRLT_POL,OECD_MEI_FIN_IRLT_SWE,OECD_MEI_FIN_IRLT_USA,OECD_MEI_FIN_IRN_CHE,OECD_MEI_FIN_IRN_CHN,OECD_MEI_FIN_IRN_DNK,OECD_MEI_FIN_IRN_EA19,OECD_MEI_FIN_IRN_POL,OECD_MEI_FIN_IRN_SWE,OECD_MEI_FIN_IRRE_AUT,OECD_MEI_FIN_IRRE_CHE,OECD_MEI_FIN_IRRE_CHN,OECD_MEI_FIN_IRRE_DEU,OECD_MEI_FIN_IRRE_DNK,OECD_MEI_FIN_IRRE_EA19,OECD_MEI_FIN_IRRE_POL,OECD_MEI_FIN_IRRE_SWE,OECD_MEI_FIN_IRRE_USA,OECD_MEI_FIN_IRST_AUT,OECD_MEI_FIN_IRST_CHE,OECD_MEI_FIN_IRST_CHN,OECD_MEI_FIN_IRST_DEU,OECD_MEI_FIN_IRST_DNK,OECD_MEI_FIN_IRST_EA19,OECD_MEI_FIN_IRST_POL,OECD_MEI_FIN_IRST_SWE,OECD_MEI_FIN_IRST_USA,OECD_MEI_REAL_PRC_AUT,OECD_MEI_REAL_PRC_DEU,OECD_MEI_REAL_PRC_EU27_2020,OECD_MEI_REAL_PRC_POL,OECD_MEI_REAL_PRC_SWE,OECD_MEI_REAL_PRC_USA,OECD_MEI_REAL_PRI_AUT,OECD_MEI_REAL_PRI_CHE,OECD_MEI_REAL_PRI_DEU,OECD_MEI_REAL_PRI_DNK,OECD_MEI_REAL_PRI_EU27_2020,OECD_MEI_REAL_PRI_OECD,OECD_MEI_REAL_PRI_OECDE,OECD_MEI_REAL_PRI_POL,OECD_MEI_REAL_PRI_SWE,OECD_MEI_REAL_PRI_USA,OECD_MEI_REAL_PRM_AUT,OECD_MEI_REAL_PRM_CHE,OECD_MEI_REAL_PRM_DEU,OECD_MEI_REAL_PRM_DNK,OECD_MEI_REAL_PRM_EU27_2020,OECD_MEI_REAL_PRM_POL,OECD_MEI_REAL_PRM_SWE,OECD_MEI_REAL_PRM_USA,OECD_PRICES_CPI_CPI_AUT,OECD_PRICES_CPI_CPI_CHE,OECD_PRICES_CPI_CPI_DEU,OECD_PRICES_CPI_CPI_DNK,OECD_PRICES_CPI_CPI_EU27_2020,OECD_PRICES_CPI_CPI_POL,OECD_PRICES_CPI_CPI_SWE,OECD_PRICES_CPI_CPI_USA,OECD_PRICES_CPI_FHE_AUT,OECD_PRICES_CPI_FHE_CHE,OECD_PRICES_CPI_FHE_DEU,OECD_PRICES_CPI_FHE_DNK,OECD_PRICES_CPI_FHE_EU27_2020,OECD_PRICES_CPI_FHE_POL,OECD_PRICES_CPI_FHE_SWE,OECD_PRICES_CPI_FHE_USA,OECD_PRICES_CPI_HWE_AUT,OECD_PRICES_CPI_HWE_CHE,OECD_PRICES_CPI_HWE_DEU,OECD_PRICES_CPI_HWE_DNK,OECD_PRICES_CPI_HWE_EU27_2020,OECD_PRICES_CPI_HWE_POL,OECD_PRICES_CPI_HWE_SWE,OECD_PRICES_CPI_HWE_USA,OECD_QNA_GDP_AUT,OECD_QNA_GDP_CHE,OECD_QNA_GDP_CHN,OECD_QNA_GDP_DNK,OECD_QNA_GDP_EU27_2020,OECD_QNA_GDP_OECD,OECD_QNA_GDP_OECDE,OECD_QNA_GDP_POL,OECD_QNA_GDP_SWE,OECD_QNA_GDP_USA,OECD_STLABOUR_MUE_AUT,OECD_STLABOUR_MUE_DEU,OECD_STLABOUR_MUE_DNK,OECD_STLABOUR_MUE_EU27_2020,OECD_STLABOUR_MUE_POL,OECD_STLABOUR_MUE_SWE,OECD_STLABOUR_MUE_USA
2020-12-01,250,18.38375,350.8364,36.7912,7.62639,192.619430541992,296.989288330078,316.551574707031,69.5311431884766,23.49138,48.99593,208.5778,33751.66,13557.4130859375,4864.52392578125,10066.39,2.3,-18.07,-3.1,-1.8,-4.8,-1.4,-24.6,99.69594,100.0949,99.94565,100.7536,100.7923,100.1696,100.172,100.2234,99.90072,98.8639,101.2923,101.3676,99.2551,99.08855,103.8375,99.48713,100.4876,99.08829,98.94916,98.88771,98.92031,98.39127,100.7524,99.23284,102.1048,100.0025,99.92413,-0.5563491,-0.85,2.9,-0.5563491,-0.38,-0.5563491,0.11,0.09,-0.4224,-0.525,-0.6185,-0.469,-0.09154069,1.29,0.005439,0.93,0.8888826,6.544182,6.115005,0.8218965,3.681413,8.364065,105.5585,98.29735,97.8409,102.9879,102.3333,107.9605,99.75216,97.20361,102.3944,-0.5380909,-0.7427273,3.33,-0.5380909,-0.223665,-0.5380909,0.21,-0.18255,0.17,121.6027,127.4907,111.2957,100.2084,115.9975,140.8856,113.0906,115.5,97.80928,106.1326,104.8026,102.2468,107.7177,129.9293,111.878,97.36443,109.8,116.9,101.4,113.3021,107.056,132.899,113.8601,96.21822,0.6,0.1,0.6,-0.2,0.3,0.3,0.8,0.1,-0.2,0.1,0.5,-1.2,0.1,0.1,-0.1,0.2,0.3,0.3,0.3,0.4,0.4,0.2,1.3,0.3,-2.192170944,0.430705914,2.7,0.037892182,0.332502,1.213056283,0.478551,0.1781048,2.347646735,1.035224384,6.8,3.9,5.9,7.5,3.3,9.2,6.7
2021-01-01,251,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,7.2,-19.61,-1.7,-2.0,-3.2,1.2,-14.8,100.0223,100.3412,99.71143,101.1219,101.0836,100.4995,100.6072,100.4495,100.1112,99.17997,101.7753,101.5464,99.43345,99.05717,103.993,99.39348,100.6517,99.23954,99.13713,99.02811,99.15044,98.7158,101.0812,99.23878,102.1571,100.3349,100.3015,-0.5657645,-0.85,2.9,-0.5657645,-0.39,-0.5657645,0.11,0.09,-0.3995,-0.454,-0.5835,-0.444,-0.06359448,1.19,0.070066,1.08,0.8863952,6.468547,6.10949,0.8217238,3.728767,8.287952,103.8099,97.87029,99.10426,103.616,101.7397,107.3127,98.81554,96.92798,101.7518,-0.54715,-0.729838,3.01,-0.54715,-0.237845,-0.54715,0.21,-0.15042,0.14,123.3835,108.8503,107.9734,98.4082,116.9858,143.3559,113.5905,119.5,98.29253,108.4324,106.8303,103.4607,108.9309,130.0661,110.9628,97.96881,110.8,120.3,102.0,116.4799,108.5699,134.7138,113.2798,97.13155,-0.7,0.0,1.4,0.2,0.3,0.9,-0.1,0.5,0.1,-0.1,1.9,-0.3,0.4,0.3,-0.8,0.3,1.1,0.2,1.3,0.3,1.4,2.4,2.1,0.3,-1.508131877,0.327089108,0.5,1.026963317,0.586455,0.928844598,0.504797,2.264924452,1.734125754,1.285520916,7.4,3.9,6.1,7.5,3.6,9.0,6.4
2021-02-01,252,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,12.9,-14.22,-0.8,-5.3,-1.9,4.5,-15.4,100.5041,100.7355,99.55967,101.641,101.2855,100.9572,101.1284,100.7803,100.5202,99.5028,102.1658,101.7845,99.7099,99.11782,104.1153,99.55708,100.8001,99.53186,99.47946,99.30596,99.50444,99.18261,101.4322,99.37518,102.0964,100.7757,100.6758,-0.563521,-0.85,2.9,-0.563521,-0.37,-0.563521,0.11,0.08,-0.1969,-0.229,-0.4455,-0.282,0.06431864,1.31,0.24712,1.26,0.897285,6.4596,6.14729,0.826744,3.71755,8.333805,103.6524,96.76268,99.81441,103.4184,101.533,106.2557,99.50343,96.48203,102.2654,-0.5411,-0.732424,3.25,-0.5411,-0.22733,-0.5411,0.21,-0.1313,0.11,126.8179,106.2039,105.7586,90.90758,127.239,141.4581,115.4904,117.6,96.16624,109.6972,105.3362,101.7854,107.6709,129.9293,112.6787,94.69077,111.9,118.9,99.9,116.6022,107.056,134.1554,114.0923,93.21964,0.3,0.1,0.6,0.5,0.3,0.5,0.3,0.6,-0.4,-0.4,0.2,-0.1,0.0,0.4,0.0,0.2,0.4,0.3,0.3,1.3,0.0,0.2,0.6,0.4,-1.508131877,0.327089108,0.5,1.026963317,0.586455,0.928844598,0.504797,2.264924452,1.734125754,1.285520916,7.1,3.9,5.9,7.5,3.8,9.1,6.2
2021-03-01,253,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,29.4,-9.62,3.5,-2.6,3.7,7.9,-18.1,101.2973,101.3404,99.63412,102.1759,101.573,101.5269,101.6857,101.1704,101.1088,99.88575,102.5262,101.9826,100.0104,99.32906,103.84,99.8681,100.9903,100.0268,100.0437,99.71646,99.96568,99.57335,101.6882,99.73307,101.953,101.2948,100.998,-0.5637665,-0.83,2.9,-0.5637665,-0.26,-0.5637665,0.11,0.07,-0.0887,-0.267,-0.3647826,-0.028,0.1479203,1.52,0.39866,1.61,0.9294783,6.509413,6.2498,0.8404639,3.863939,8.541244,104.5631,94.6623,99.78526,103.7182,101.3526,106.6315,97.95682,95.54625,104.0462,-0.5390869,-0.73,3.07,-0.5390869,-0.2076956,-0.5390869,0.21,-0.15965,0.1,131.5243,118.9759,110.6312,91.60764,121.0624,144.2047,118.9901,125.3,97.90593,115.6765,106.6169,103.435,109.2887,132.8015,114.0515,97.35352,115.4,127.0,101.4,122.9578,107.9211,138.0642,116.0654,96.11514,1.2,0.2,0.5,0.1,0.9,0.9,0.1,0.9,1.5,-0.1,-0.2,-0.3,0.3,0.0,0.2,0.4,0.2,0.3,0.3,0.0,0.5,0.4,-1.3,0.2,-1.508131877,0.327089108,0.5,1.026963317,0.586455,0.928844598,0.504797,2.264924452,1.734125754,1.285520916,6.9,3.9,6.4,7.5,3.8,9.6,6.1
2021-04-01,254,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,42.4,-4.99,10.0,-0.6,8.3,10.7,-13.3,102.1423,101.9667,99.54536,102.5905,101.8537,102.1154,102.2091,101.4616,101.6705,100.2161,102.8921,101.9408,100.2197,99.66181,103.5651,100.2005,101.237,100.596,100.7126,100.0428,100.3911,99.96001,102.0204,99.97179,101.7298,101.8049,101.2617,-0.5660555,-0.85,2.9,-0.5660555,-0.31,-0.5660555,0.11,0.07,-0.0409,-0.21,-0.325,0.003,0.2050652,1.55,0.37016,1.64,0.9235591,6.519138,6.220209,0.8360318,3.819532,8.508204,104.0916,94.83837,98.89452,103.7306,101.4631,107.0936,99.26371,95.32965,104.0984,-0.53815,-0.7285415,2.82,-0.53815,-0.2098167,-0.53815,0.21,-0.14671,0.11,128.9803,117.1349,110.9635,98.50821,123.0389,144.7719,120.09,127.9,97.90593,113.0318,107.8975,103.7269,109.4963,133.6221,114.2803,97.49113,117.1,131.6,101.2,118.9244,109.1106,136.8078,115.7172,96.12811,0.1,0.3,0.5,0.5,0.6,0.7,0.3,1.0,0.4,1.7,0.0,0.0,0.3,1.0,0.4,0.8,0.0,0.0,0.2,0.0,0.4,0.3,-0.6,0.3,4.299809463,2.553319123,1.4,3.890429902,2.239863,1.823344076,2.792328,2.550426955,0.659071038,1.519746442,7.2,3.8,5.0,7.5,3.7,9.1,6.1
2021-05-01,255,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,59.5,1.76,30.3,-0.4,17.2,17.0,-3.2,102.8598,102.2586,99.39127,102.9068,102.1757,102.639,102.6581,101.7061,102.1649,100.4719,103.2375,101.8585,100.6944,100.1083,103.378,100.7356,101.3833,101.3174,101.5469,100.2893,100.8794,100.4995,102.3433,99.91441,101.4412,102.2534,101.3325,-0.5647062,-0.85,2.9,-0.5647062,-0.32,-0.5647062,0.11,0.06,0.0803,-0.134,-0.2235,0.113,0.3769678,1.82,0.42118,1.62,0.9026428,6.430894,6.122376,0.8229414,3.728548,8.349481,104.0306,95.76009,98.96391,103.6179,101.4185,107.08,100.1604,95.62373,103.3696,-0.5400952,-0.735221,2.84,-0.5400952,-0.2090833,-0.5400952,0.21,-0.1519,0.1,128.5987,116.6747,110.8527,101.8085,121.1859,145.9234,118.9901,123.2,96.64948,113.7217,106.19,103.1037,108.7972,134.1691,113.0219,98.33882,114.9,126.1,99.9,122.1023,107.2722,138.6226,114.7887,97.16759,0.2,0.2,0.3,0.3,0.3,0.4,0.2,1.0,0.3,-0.2,0.0,-0.1,0.2,0.5,0.3,1.4,0.1,0.4,0.2,0.2,0.2,0.4,0.8,0.4,4.299809463,2.553319123,1.4,3.890429902,2.239863,1.823344076,2.792328,2.550426955,0.659071038,1.519746442,6.7,3.7,5.1,7.3,3.6,9.1,5.8
2021-06-01,256,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,66.1,6.68,35.9,-1.0,24.4,20.8,8.7,103.3269,102.2931,99.17204,103.1962,102.3734,103.0914,103.0619,101.8771,102.5458,100.6131,103.4914,101.7229,101.0363,100.6696,103.1338,101.2068,101.4528,101.8513,102.1506,100.4426,101.2412,100.7997,102.4033,99.70934,101.0993,102.5983,101.3335,-0.5641259,-0.9,2.9,-0.5641259,-0.38,-0.5641259,0.11,0.08,0.0229,-0.2,-0.2886364,0.106,0.3038678,1.78,0.36155,1.52,0.9079182,6.42449,6.173473,0.8300123,3.736268,8.394028,104.0266,95.57568,98.4818,103.3043,101.0372,106.3098,100.3181,95.6129,104.5105,-0.5429091,-0.7377273,2.93,-0.5429091,-0.2103409,-0.5429091,0.21,-0.15881,0.09,125.6731,116.2144,111.6279,102.1085,125.5096,146.787,118.5901,121.8,95.00645,110.5021,104.9093,103.8824,108.6555,135.6736,114.7378,98.79648,114.9,124.9,98.1,116.7244,106.5153,138.483,118.0385,97.23824,0.2,0.0,0.4,0.1,0.2,0.1,0.1,1.1,0.4,0.6,0.1,0.3,0.2,-0.2,-0.1,0.0,0.0,0.2,0.2,0.3,0.4,0.4,0.4,0.8,4.299809463,2.553319123,1.4,3.890429902,2.239863,1.823344076,2.792328,2.550426955,0.659071038,1.519746442,6.3,3.6,4.9,7.2,3.5,9.4,5.9
2021-07-01,257,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,61.5,12.71,33.6,1.1,28.2,23.8,17.8,103.3451,102.3234,98.85995,103.4162,102.4043,103.4323,103.3845,101.963,102.7568,100.5965,103.7868,101.5898,101.1948,101.2295,102.7271,101.3452,101.5028,101.9445,102.2789,100.3424,101.2902,100.8624,102.3236,99.25195,100.717,102.7927,101.2839,-0.5665223,-0.85,2.9,-0.5665223,-0.39,-0.5665223,0.11,0.1,-0.1302,-0.373,-0.4513636,-0.05,0.1640485,1.61,0.1808,1.32,0.9180455,6.47471,6.291214,0.8456845,3.860227,8.6278,103.8643,95.67559,99.09153,103.3301,101.3598,105.7523,98.80473,94.63843,105.9116,-0.5448182,-0.7361364,2.82,-0.5448182,-0.21,-0.5448182,0.21,-0.15514,0.1,124.4011,114.4884,111.0742,101.2084,127.7332,148.7335,119.99,124.6,96.74613,117.8613,108.0043,104.315,109.517,136.631,114.7378,99.2114,117.0,127.9,100.5,127.3579,109.5431,139.0414,116.1814,98.05577,-0.1,0.1,0.5,0.8,0.0,0.4,0.3,0.5,-0.3,-0.7,0.3,0.7,-0.1,1.1,-0.3,-0.1,0.3,0.2,0.3,1.2,0.8,0.4,1.8,0.4,4.362377387,2.132518195,0.6,2.203343526,1.942775,1.232572586,2.15133,2.079710437,0.855569899,0.814372189,6.0,3.5,4.1,7.0,3.3,8.7,5.4
2021-08-01,258,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,62.8,7.67,35.1,2.4,27.9,24.2,17.1,103.2621,102.4219,98.53448,103.5328,102.3706,103.5857,103.5387,101.9895,102.7922,100.5051,103.9945,101.5431,101.1586,101.6226,102.6165,101.3317,101.5755,101.844,102.1953,100.1029,101.156,100.8237,102.176,98.69581,100.3134,102.8343,101.2145,-0.5681,-0.8,2.9,-0.5681,-0.4,-0.5681,0.1,0.09,-0.225,-0.347,-0.5386364,-0.156,0.05978104,1.6,0.11013,1.28,0.9142364,6.476127,6.317677,0.8498136,3.881896,8.677695,103.4873,96.4074,99.2249,102.8003,100.7935,105.307,98.53799,94.66307,106.167,-0.5475909,-0.7381818,2.86,-0.5475909,-0.21,-0.5475909,0.22,-0.16214,0.1,125.5459,112.9926,110.1883,102.2085,118.0976,149.2077,120.09,122.2,91.81701,116.8264,105.4429,103.5019,108.3497,136.2207,112.9075,99.18602,116.8,125.9,94.5,123.0801,106.1909,138.9018,113.0477,97.78263,0.0,0.2,0.1,-0.3,0.3,0.3,0.5,0.2,0.0,-0.1,0.3,-1.4,0.3,-0.5,1.2,0.9,0.3,0.1,0.1,0.5,0.5,0.8,1.2,0.5,4.362377387,2.132518195,0.6,2.203343526,1.942775,1.232572586,2.15133,2.079710437,0.855569899,0.814372189,5.8,3.4,5.1,6.9,3.1,8.9,5.1
2021-09-01,259,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,63.1,10.32,30.0,5.6,24.8,26.9,24.9,103.0991,102.5656,98.27315,103.5471,102.5434,103.6422,103.6276,102.0279,102.7932,100.4907,104.1073,101.583,100.95,101.7042,102.8269,101.3317,101.5862,101.7305,102.0627,99.941,100.9442,100.6858,101.9553,98.40384,99.92101,102.771,101.1582,-0.5693604,-0.8,2.9,-0.5693604,-0.35,-0.5693604,0.1,0.08,-0.076,-0.166,-0.3627273,-0.013,0.1966503,1.87,0.26964,1.37,0.9223545,6.456194,6.317909,0.8496259,3.879745,8.638827,103.7774,95.40884,99.16629,102.8528,100.579,105.1521,98.97308,95.17406,106.22,-0.5450454,-0.82,2.77,-0.5450454,-0.21425,-0.5450454,0.23,-0.17082,0.1,127.1995,114.1433,111.9601,101.5085,123.6566,149.4602,120.19,120.2,92.30025,116.8264,105.8698,102.4529,108.4278,137.4516,113.4795,98.14925,116.2,125.2,94.7,124.5468,106.6234,140.0186,113.0477,96.86839,0.9,0.0,0.3,0.4,0.5,0.7,0.5,0.2,0.5,0.9,0.4,1.4,0.4,0.9,0.4,1.0,0.4,0.2,0.4,0.4,0.8,0.8,2.4,0.6,4.362377387,2.132518195,0.6,2.203343526,1.942775,1.232572586,2.15133,2.079710437,0.855569899,0.814372189,5.0,3.4,4.9,6.7,3.0,8.9,4.7
2021-10-01,260,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,54.8,6.82,37.7,5.9,33.0,30.7,28.2,103.0695,102.6426,98.22441,103.4737,102.7923,103.6498,103.6863,102.0529,102.7998,100.5213,104.2587,101.5852,100.6779,101.5862,102.9765,101.1428,101.2299,101.4283,101.684,99.75962,100.5792,100.3554,101.6222,98.22147,99.58052,102.6297,101.1216,-0.5704129,-0.8,2.9,-0.5704129,-0.48,-0.5704129,0.23,0.08,0.0837,-0.046,-0.2042857,0.097,0.3522538,2.63,0.38059,1.58,0.9235857,6.411353,6.412843,0.8620081,3.960048,8.672719,103.5622,95.8226,100.757,102.1616,100.2674,104.3763,98.37827,95.27121,107.0234,-0.5498095,-0.7266924,2.72,-0.5498095,-0.2763429,-0.5498095,0.74,-0.21338,0.11,124.6555,114.3734,112.5138,102.8086,123.4095,150.8832,121.3899,118.1,95.68299,119.0111,106.2967,103.9411,109.2494,139.6398,114.1659,99.49635,118.0,120.8,98.7,126.0134,107.3804,142.1126,115.2529,98.2381,0.7,0.4,0.5,1.0,0.9,1.0,0.2,0.9,-0.2,0.0,0.3,0.8,0.5,1.9,-0.1,1.0,1.0,0.8,1.1,2.5,2.2,2.2,-2.2,0.9,-0.410927691,0.241462723,1.8,2.840836104,0.780155,1.44384492,0.966865,2.084962146,2.886000078,1.696772293,5.7,3.3,4.8,6.6,3.0,8.4,4.5
2021-11-01,261,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,61.7,11.6,43.4,7.5,38.2,33.9,24.0,103.0888,102.7215,98.44785,103.4432,102.6692,103.6135,103.6974,102.0521,102.8469,100.4938,104.3411,101.5037,100.2884,101.371,103.1047,100.8301,100.7337,100.9927,101.1153,99.53249,100.1496,99.90554,101.1919,98.06284,99.31119,102.4432,101.0919,-0.5732373,-0.8,2.9,-0.5732373,-0.46,-0.5732373,0.91,0.08,-0.0088,-0.234,-0.3136364,0.006,0.3123451,3.12,0.26672,1.56,0.9218773,6.39007,6.516805,0.8767496,4.069441,8.801168,103.7036,96.84932,101.7021,101.5354,99.97182,103.7496,97.62911,95.32973,107.7567,-0.5673636,-0.6939609,2.94,-0.5673636,-0.2752381,-0.5673636,2.06,-0.34709,0.14,127.8355,115.1788,113.1783,106.3089,122.0507,154.7045,123.8897,129.4,96.45618,120.391,107.7908,105.5339,111.0413,147.2988,115.1954,100.4027,119.9,133.7,99.8,127.6024,108.678,147.6966,117.3421,99.1187,0.5,-0.1,0.3,0.4,0.5,0.9,0.6,0.5,0.4,-0.1,0.4,-1.1,0.4,0.2,0.2,0.5,0.7,0.2,0.5,1.0,1.1,2.1,2.7,0.3,-0.410927691,0.241462723,1.8,2.840836104,0.780155,1.44384492,0.966865,2.084962146,2.886000078,1.696772293,5.1,3.3,4.1,6.5,3.0,8.4,4.1
2021-12-01,262,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,62.9,12.02,43.8,7.0,35.3,34.2,32.4,103.0052,102.8049,98.62595,103.482,102.3298,103.5438,103.6574,101.9599,102.8383,100.3751,104.3784,101.3031,99.90547,101.0843,103.2425,100.5494,100.388,100.5942,100.5979,99.29149,99.78109,99.51452,100.6992,97.96371,99.07346,102.2324,101.0438,-0.5763721,-0.9,2.9,-0.5763721,-0.41,-0.5763721,1.39,0.08,-0.0455,-0.127,-0.3842857,-0.082,0.279098,3.33,0.13796,1.47,0.9209348,6.367165,6.578561,0.8848417,4.084509,9.09043,103.9804,97.35889,102.1451,101.2814,99.29039,103.793,98.75051,94.05483,108.6015,-0.5819565,-0.7174565,3.08,-0.5819565,-0.2728667,-0.5819565,2.54,-0.38467,0.17,126.3091,114.0282,112.1816,102.7086,124.1507,157.3151,124.4896,124.3,97.61598,118.0912,109.6051,105.8029,111.6313,147.8459,115.4242,100.3298,121.3,127.4,101.1,124.5468,113.0035,146.4402,117.11,99.18127,0.3,0.0,0.3,-0.6,0.5,0.9,1.4,0.3,-0.6,0.3,0.5,0.2,0.4,0.3,0.6,1.1,0.6,-0.1,0.1,0.2,1.0,0.8,7.0,0.3,-0.410927691,0.241462723,1.8,2.840836104,0.780155,1.44384492,0.966865,2.084962146,2.886000078,1.696772293,4.9,3.2,4.5,6.4,2.9,8.0,3.9
2022-01-01,263,16.65232,356.4581,38.13882,9.380576,199.015319824219,309.912780761719,336.050567626953,75.1089096069336,25.51465,50.43909,224.0679,34893.36,14261.75,4719.125,10561.09,61.9,11.98,42.7,5.1,35.1,36.8,32.2,102.7812,102.8432,98.59877,103.4365,101.7788,103.3805,103.5029,101.8199,102.7176,100.0827,104.2592,101.1279,99.59226,100.7047,103.0873,100.321,100.0121,100.118,99.99461,98.95622,99.36662,99.23683,99.9977,97.73397,98.83385,101.9946,100.9594,-0.5794657,-0.8,2.9,-0.5794657,-0.51,-0.5794657,1.96,0.08,0.1813,0.045,-0.1147619,0.114,0.5339646,4.0,0.36028,1.76,0.9187,6.35595,6.576943,0.8833867,4.021143,9.134967,102.5942,96.72827,101.9875,100.2915,99.74584,102.7445,101.0145,91.87717,108.141,-0.5601429,-0.714191,3.32,-0.5601429,-0.2947762,-0.5601429,3.02,-0.16025,0.22,131.3971,114.4884,114.8394,115.9097,122.5448,162.0639,126.4895,127.1,97.51933,121.0809,109.4984,105.5188,110.9505,148.94,113.4795,100.3494,123.6,130.5,101.0,128.4579,111.1652,152.1638,114.6726,98.61552,0.0,0.2,0.9,1.6,0.5,1.5,-0.6,1.0,0.6,-0.2,0.7,1.0,0.6,1.5,1.9,1.8,1.4,1.2,3.4,5.0,3.5,4.5,-3.4,1.4,0.491302779,-0.044831994,0.4,-2.469605133,0.603284,0.135375248,0.559975,3.451916444,-2.243368036,-0.497679333,4.7,3.2,4.9,6.3,2.9,8.1,4.0
